Long,GEOID,FIPS,County,Primary Census Tract,Prostate__Observed,Prostate__Expected,Prostate_SIR,Prostate_Crude,Signif
1400000US36061009400,36061009400,36061,New York,94,5,0.3,16.66666667,454.5454545,Y
1400000US36047107000,36047107000,36047,Kings,1070,6,1.2,5,11.60541586,Y
1400000US36061009900,36061009900,36061,New York,99,13,3,4.333333333,4.67121811,Y
1400000US36085032300,36085032300,36085,Richmond,323,12,3.4,3.529411765,2.826855124,Y
1400000US36005022703,36005022703,36005,Bronx,227.03,10,3,3.333333333,12.23990208,Y
1400000US36081059000,36081059000,36081,Queens,590,13,4.1,3.170731707,21.81208054,Y
1400000US36081050800,36081050800,36081,Queens,508,17,5.5,3.090909091,17.48971193,Y
1400000US36081053401,36081053401,36081,Queens,534.01,21,7.1,2.957746479,23.67531003,Y
1400000US36081036800,36081036800,36081,Queens,368,20,6.9,2.898550725,17.06484642,Y
1400000US36047096800,36047096800,36047,Kings,968,11,3.9,2.820512821,19.71326165,Y
1400000US36047102000,36047102000,36047,Kings,1020,18,6.4,2.8125,17.52677702,Y
1400000US36047091800,36047091800,36047,Kings,918,21,7.5,2.8,15.6366344,Y
1400000US36081032800,36081032800,36081,Queens,328,18,6.5,2.769230769,16.90140845,Y
1400000US36081061000,36081061000,36081,Queens,610,14,5.1,2.745098039,22.76422764,Y
1400000US36081065000,36081065000,36081,Queens,650,30,11.1,2.702702703,22.72727273,Y
1400000US36005014100,36005014100,36005,Bronx,141,19,7.1,2.676056338,7.802874743,Y
1400000US36081059800,36081059800,36081,Queens,598,16,6,2.666666667,21.50537634,Y
1400000US36061010400,36061010400,36061,New York,104,22,8.3,2.65060241,49.10714286,Y
1400000US36047050801,36047050801,36047,Kings,508.01,27,10.2,2.647058824,13.06240929,Y
1400000US36047080200,36047080200,36047,Kings,802,36,13.7,2.627737226,16.04993313,Y
1400000US36047055500,36047055500,36047,Kings,555,6,2.3,2.608695652,2.261590652,N
1400000US36005037900,36005037900,36005,Bronx,379,23,8.9,2.584269663,9.492364837,Y
1400000US36081063200,36081063200,36081,Queens,632,24,9.3,2.580645161,22.03856749,Y
1400000US36047097000,36047097000,36047,Kings,970,16,6.3,2.53968254,18.80141011,Y
1400000US36047091200,36047091200,36047,Kings,912,28,11.1,2.522522523,10.64638783,Y
1400000US36047082400,36047082400,36047,Kings,824,33,13.2,2.5,16.32855022,N
1400000US36005023302,36005023302,36005,Bronx,233.02,17,6.8,2.5,10.16138673,Y
1400000US36081052000,36081052000,36081,Queens,520,12,4.8,2.5,16.2601626,Y
1400000US36005021900,36005021900,36005,Bronx,219,8,3.2,2.5,12.96596434,Y
1400000US36061017402,36061017402,36061,New York,174.02,8,3.2,2.5,7.722007722,N
1400000US36005021301,36005021301,36005,Bronx,213.01,6,2.4,2.5,10.92896175,N
1400000US36061000900,36061000900,36061,New York,9,3,1.2,2.5,3.171247357,Y
1400000US36061009600,36061009600,36061,New York,96,2,0.8,2.5,22.98850575,Y
1400000US36081044000,36081044000,36081,Queens,440,19,7.7,2.467532468,10.06355932,Y
1400000US36047100400,36047100400,36047,Kings,1004,18,7.3,2.465753425,13.54401806,Y
1400000US36047076600,36047076600,36047,Kings,766,13,5.3,2.452830189,11.4638448,Y
1400000US36047101000,36047101000,36047,Kings,1010,13,5.3,2.452830189,13.80042463,Y
1400000US36047112400,36047112400,36047,Kings,1124,19,7.8,2.435897436,12.52471984,Y
1400000US36061011202,36061011202,36061,New York,112.02,8,3.3,2.424242424,55.94405594,Y
1400000US36005037600,36005037600,36005,Bronx,376,15,6.2,2.419354839,13.91465677,Y
1400000US36081063800,36081063800,36081,Queens,638,28,11.6,2.413793103,13.91650099,Y
1400000US36047113200,36047113200,36047,Kings,1132,13,5.4,2.407407407,14.42841287,Y
1400000US36047033500,36047033500,36047,Kings,335,18,7.5,2.4,11.0633067,Y
1400000US36081037100,36081037100,36081,Queens,371,12,5,2.4,13.60544218,Y
1400000US36005040600,36005040600,36005,Bronx,406,22,9.2,2.391304348,12.83547258,Y
1400000US36047072000,36047072000,36047,Kings,720,11,4.6,2.391304348,13.43101343,Y
1400000US36081032000,36081032000,36081,Queens,320,26,10.9,2.385321101,10.42920176,Y
1400000US36047037500,36047037500,36047,Kings,375,15,6.3,2.380952381,10.21798365,Y
1400000US36047100600,36047100600,36047,Kings,1006,15,6.3,2.380952381,11.22754491,Y
1400000US36047085000,36047085000,36047,Kings,850,14,5.9,2.372881356,21.43950995,Y
1400000US36047037900,36047037900,36047,Kings,379,21,8.9,2.359550562,12.97096973,Y
1400000US36005022101,36005022101,36005,Bronx,221.01,16,6.8,2.352941176,9.417304297,Y
1400000US36005014300,36005014300,36005,Bronx,143,12,5.1,2.352941176,26.43171806,Y
1400000US36005014702,36005014702,36005,Bronx,147.02,22,9.4,2.340425532,10.24208566,Y
1400000US36061010300,36061010300,36061,New York,103,11,4.7,2.340425532,10.27077498,Y
1400000US36047051601,36047051601,36047,Kings,516.01,31,13.3,2.330827068,14.56082668,Y
1400000US36047073200,36047073200,36047,Kings,732,17,7.3,2.328767123,14.03798514,Y
1400000US36081068000,36081068000,36081,Queens,680,37,16,2.3125,15.47469678,Y
1400000US36047088800,36047088800,36047,Kings,888,24,10.4,2.307692308,13.29639889,Y
1400000US36047036501,36047036501,36047,Kings,365.01,18,7.8,2.307692308,14.43464314,Y
1400000US36047109800,36047109800,36047,Kings,1098,9,3.9,2.307692308,8.302583026,Y
1400000US36047116200,36047116200,36047,Kings,1162,14,6.1,2.295081967,15.43550165,Y
1400000US36047003900,36047003900,36047,Kings,39,11,4.8,2.291666667,9.228187919,Y
1400000US36081054000,36081054000,36081,Queens,540,30,13.1,2.290076336,14.55604076,Y
1400000US36005021502,36005021502,36005,Bronx,215.02,24,10.5,2.285714286,7.665282657,Y
1400000US36005023100,36005023100,36005,Bronx,231,8,3.5,2.285714286,8.097165992,N
1400000US36047091600,36047091600,36047,Kings,916,21,9.2,2.282608696,10.51577366,Y
1400000US36047078000,36047078000,36047,Kings,780,18,7.9,2.278481013,15.70680628,Y
1400000US36047084800,36047084800,36047,Kings,848,16,7.1,2.253521127,21.8579235,Y
1400000US36047102800,36047102800,36047,Kings,1028,9,4,2.25,12.08053691,Y
1400000US36047096200,36047096200,36047,Kings,962,11,4.9,2.244897959,13.41463415,Y
1400000US36047021300,36047021300,36047,Kings,213,26,11.7,2.222222222,13.11806256,Y
1400000US36081028800,36081028800,36081,Queens,288,26,11.7,2.222222222,11.95402299,N
1400000US36047078800,36047078800,36047,Kings,788,22,9.9,2.222222222,18.2876143,Y
1400000US36005005300,36005005300,36005,Bronx,53,18,8.1,2.222222222,11.88903567,Y
1400000US36047027100,36047027100,36047,Kings,271,16,7.2,2.222222222,12.25114855,Y
1400000US36081027200,36081027200,36081,Queens,272,10,4.5,2.222222222,8.912655971,Y
1400000US36047021100,36047021100,36047,Kings,211,8,3.6,2.222222222,11.69590643,Y
1400000US36047086800,36047086800,36047,Kings,868,21,9.5,2.210526316,15.9453303,Y
1400000US36047089200,36047089200,36047,Kings,892,19,8.6,2.209302326,12.6413839,Y
1400000US36081062200,36081062200,36081,Queens,622,19,8.6,2.209302326,24.3902439,Y
1400000US36047086400,36047086400,36047,Kings,864,17,7.7,2.207792208,16.42512077,Y
1400000US36081051000,36081051000,36081,Queens,510,11,5,2.2,10.81612586,Y
1400000US36047099400,36047099400,36047,Kings,994,10,4.6,2.173913043,10.05025126,Y
1400000US36047084000,36047084000,36047,Kings,840,23,10.6,2.169811321,22.68244576,Y
1400000US36047085600,36047085600,36047,Kings,856,23,10.6,2.169811321,18.94563427,Y
1400000US36085009700,36085009700,36085,Richmond,97,23,10.7,2.14953271,8.205494113,Y
1400000US36005021501,36005021501,36005,Bronx,215.01,15,7,2.142857143,7.215007215,Y
1400000US36047095400,36047095400,36047,Kings,954,33,15.5,2.129032258,15.10297483,Y
1400000US36047080400,36047080400,36047,Kings,804,20,9.4,2.127659574,15.78531965,Y
1400000US36005007100,36005007100,36005,Bronx,71,11,5.2,2.115384615,10.18518519,Y
1400000US36047032700,36047032700,36047,Kings,327,19,9,2.111111111,16.45021645,Y
1400000US36081033401,36081033401,36081,Queens,334.01,19,9,2.111111111,11.39088729,Y
1400000US36047095600,36047095600,36047,Kings,956,23,10.9,2.110091743,12.01671891,Y
1400000US36081050201,36081050201,36081,Queens,502.01,8,3.8,2.105263158,12.51956182,N
1400000US36047102600,36047102600,36047,Kings,1026,17,8.1,2.098765432,15.94746717,Y
1400000US36047002901,36047002901,36047,Kings,29.01,14,6.7,2.089552239,9.608785175,Y
1400000US36005022500,36005022500,36005,Bronx,225,29,13.9,2.086330935,7.827260459,Y
1400000US36005042902,36005042902,36005,Bronx,429.02,20,9.6,2.083333333,8.884940027,Y
1400000US36081066400,36081066400,36081,Queens,664,52,25.1,2.071713147,11.75141243,Y
1400000US36081079000,36081079000,36081,Queens,790,12,5.8,2.068965517,9.661835749,N
1400000US36047057900,36047057900,36047,Kings,579,6,2.9,2.068965517,12.32032854,Y
1400000US36047051001,36047051001,36047,Kings,510.01,19,9.2,2.065217391,10.45679692,Y
1400000US36061021200,36061021200,36061,New York,212,36,17.5,2.057142857,18.50899743,Y
1400000US36005041400,36005041400,36005,Bronx,414,30,14.6,2.054794521,13.13485114,Y
1400000US36005036700,36005036700,36005,Bronx,367,9,4.4,2.045454545,6.971340046,N
1400000US36081030600,36081030600,36081,Queens,306,25,12.3,2.032520325,14.28571429,Y
1400000US36005039000,36005039000,36005,Bronx,390,13,6.4,2.03125,9.440813362,Y
1400000US36061022200,36061022200,36061,New York,222,13,6.4,2.03125,9.687034277,Y
1400000US36047112200,36047112200,36047,Kings,1122,17,8.4,2.023809524,11.89643107,Y
1400000US36081041400,36081041400,36081,Queens,414,19,9.4,2.021276596,10.82621083,Y
1400000US36081029400,36081029400,36081,Queens,294,40,20,2,12.89490651,Y
1400000US36047027900,36047027900,36047,Kings,279,18,9,2,8.910891089,N
1400000US36047072600,36047072600,36047,Kings,726,16,8,2,17.69911504,Y
1400000US36061022102,36061022102,36061,New York,221.02,15,7.5,2,13.06620209,Y
1400000US36081062000,36081062000,36081,Queens,620,13,6.5,2,18.41359773,N
1400000US36047030900,36047030900,36047,Kings,309,9,4.5,2,7.731958763,N
1400000US36081003900,36081003900,36081,Queens,39,6,3,2,6.764374295,Y
1400000US36081008100,36081008100,36081,Queens,81,4,2,2,6.230529595,Y
1400000US36047088600,36047088600,36047,Kings,886,28,14.2,1.971830986,14.62904911,Y
1400000US36081059400,36081059400,36081,Queens,594,14,7.1,1.971830986,22.08201893,Y
1400000US36047079400,36047079400,36047,Kings,794,11,5.6,1.964285714,11.50627615,N
1400000US36081052400,36081052400,36081,Queens,524,11,5.6,1.964285714,15.27777778,N
1400000US36047113000,36047113000,36047,Kings,1130,18,9.2,1.956521739,9.635974304,Y
1400000US36005039200,36005039200,36005,Bronx,392,8,4.1,1.951219512,9.768009768,N
1400000US36047035700,36047035700,36047,Kings,357,8,4.1,1.951219512,8.958566629,N
1400000US36005037000,36005037000,36005,Bronx,370,15,7.7,1.948051948,13.64877161,Y
1400000US36081061601,36081061601,36081,Queens,616.01,19,9.8,1.93877551,16.6520596,Y
1400000US36047094401,36047094401,36047,Kings,944.01,24,12.4,1.935483871,13.72212693,N
1400000US36005020502,36005020502,36005,Bronx,205.02,12,6.2,1.935483871,12.20752798,Y
1400000US36047039700,36047039700,36047,Kings,397,17,8.8,1.931818182,10.96774194,Y
1400000US36081017800,36081017800,36081,Queens,178,11,5.7,1.929824561,9.590235397,N
1400000US36005020501,36005020501,36005,Bronx,205.01,30,15.6,1.923076923,9.68054211,Y
1400000US36081065400,36081065400,36081,Queens,654,15,7.8,1.923076923,11.09467456,Y
1400000US36047036300,36047036300,36047,Kings,363,19,9.9,1.919191919,10.75268817,Y
1400000US36047079200,36047079200,36047,Kings,792,19,9.9,1.919191919,13.62007168,Y
1400000US36047122000,36047122000,36047,Kings,1220,18,9.4,1.914893617,6.535947712,Y
1400000US36081058000,36081058000,36081,Queens,580,25,13.1,1.908396947,15.04211793,Y
1400000US36047030300,36047030300,36047,Kings,303,16,8.4,1.904761905,8.146639511,N
1400000US36047024700,36047024700,36047,Kings,247,12,6.3,1.904761905,12.44813278,N
1400000US36047100800,36047100800,36047,Kings,1008,12,6.3,1.904761905,12.18274112,Y
1400000US36047025700,36047025700,36047,Kings,257,8,4.2,1.904761905,6.606110652,N
1400000US36061024200,36061024200,36061,New York,242,15,7.9,1.898734177,8,Y
1400000US36047033000,36047033000,36047,Kings,330,26,13.7,1.897810219,12.47002398,Y
1400000US36081040400,36081040400,36081,Queens,404,22,11.6,1.896551724,12.35261089,Y
1400000US36047018501,36047018501,36047,Kings,185.01,18,9.5,1.894736842,10.11235955,Y
1400000US36081037600,36081037600,36081,Queens,376,34,18,1.888888889,13.32810662,Y
1400000US36081042400,36081042400,36081,Queens,424,17,9,1.888888889,14.15487094,Y
1400000US36081066000,36081066000,36081,Queens,660,17,9,1.888888889,10.55900621,Y
1400000US36081069000,36081069000,36081,Queens,690,17,9,1.888888889,12.55539143,Y
1400000US36047083000,36047083000,36047,Kings,830,30,15.9,1.886792453,11.99040767,N
1400000US36047001500,36047001500,36047,Kings,15,10,5.3,1.886792453,3.47826087,Y
1400000US36081052600,36081052600,36081,Queens,526,10,5.3,1.886792453,10.78748652,N
1400000US36081060800,36081060800,36081,Queens,608,10,5.3,1.886792453,11.89060642,N
1400000US36061022800,36061022800,36061,New York,228,26,13.8,1.884057971,9.811320755,N
1400000US36005038200,36005038200,36005,Bronx,382,13,6.9,1.884057971,10.26045777,Y
1400000US36081008700,36081008700,36081,Queens,87,16,8.5,1.882352941,6.587072869,Y
1400000US36047074200,36047074200,36047,Kings,742,15,8,1.875,8.818342152,Y
1400000US36061014700,36061014700,36061,New York,147,6,3.2,1.875,3.976143141,N
1400000US36047095800,36047095800,36047,Kings,958,17,9.1,1.868131868,9.770114943,Y
1400000US36047079000,36047079000,36047,Kings,790,28,15,1.866666667,11.82432432,Y
1400000US36005015700,36005015700,36005,Bronx,157,14,7.5,1.866666667,8.403361345,Y
1400000US36047025300,36047025300,36047,Kings,253,14,7.5,1.866666667,11.2,Y
1400000US36081050600,36081050600,36081,Queens,506,11,5.9,1.86440678,15.25658807,N
1400000US36047012901,36047012901,36047,Kings,129.01,8,4.3,1.860465116,7.259528131,N
1400000US36061021303,36061021303,36061,New York,213.03,26,14,1.857142857,8.042066192,N
1400000US36047085400,36047085400,36047,Kings,854,13,7,1.857142857,14.34878587,Y
1400000US36081035800,36081035800,36081,Queens,358,23,12.4,1.85483871,12.62349067,Y
1400000US36081046400,36081046400,36081,Queens,464,10,5.4,1.851851852,12.67427123,N
1400000US36047072800,36047072800,36047,Kings,728,22,11.9,1.848739496,11.11111111,Y
1400000US36081064600,36081064600,36081,Queens,646,24,13,1.846153846,16.03206413,Y
1400000US36005022901,36005022901,36005,Bronx,229.01,21,11.4,1.842105263,7.832898172,Y
1400000US36047056900,36047056900,36047,Kings,569,7,3.8,1.842105263,10.20408163,N
1400000US36081059200,36081059200,36081,Queens,592,11,6,1.833333333,20.87286528,N
1400000US36081014900,36081014900,36081,Queens,149,13,7.1,1.830985915,10.0308642,N
1400000US36081021200,36081021200,36081,Queens,212,13,7.1,1.830985915,10.43338684,N
1400000US36081053000,36081053000,36081,Queens,530,15,8.2,1.829268293,13.99253731,Y
1400000US36047112600,36047112600,36047,Kings,1126,17,9.3,1.827956989,9.149623251,Y
1400000US36005019500,36005019500,36005,Bronx,195,36,19.7,1.827411168,11.13861386,Y
1400000US36047110400,36047110400,36047,Kings,1104,21,11.5,1.826086957,8.706467662,Y
1400000US36047088400,36047088400,36047,Kings,884,27,14.8,1.824324324,12.44239631,Y
1400000US36005034800,36005034800,36005,Bronx,348,32,17.6,1.818181818,10.74185968,N
1400000US36047065000,36047065000,36047,Kings,650,10,5.5,1.818181818,17.06484642,Y
1400000US36081056200,36081056200,36081,Queens,562,10,5.5,1.818181818,11.65501166,N
1400000US36061023502,36061023502,36061,New York,235.02,8,4.4,1.818181818,8.938547486,N
1400000US36005003100,36005003100,36005,Bronx,31,6,3.3,1.818181818,7.802340702,N
1400000US36047023500,36047023500,36047,Kings,235,6,3.3,1.818181818,3.38028169,N
1400000US36005018500,36005018500,36005,Bronx,185,23,12.7,1.811023622,7.36,Y
1400000US36061023200,36061023200,36061,New York,232,30,16.6,1.807228916,7.73993808,Y
1400000US36061020000,36061020000,36061,New York,200,15,8.3,1.807228916,11.65501166,Y
1400000US36085031902,36085031902,36085,Richmond,319.02,15,8.3,1.807228916,6.432246998,Y
1400000US36085013201,36085013201,36085,Richmond,132.01,13,7.2,1.805555556,24.7148289,N
1400000US36005036300,36005036300,36005,Bronx,363,24,13.3,1.804511278,6.182380216,Y
1400000US36047098800,36047098800,36047,Kings,988,22,12.2,1.803278689,15.19337017,Y
1400000US36047101200,36047101200,36047,Kings,1012,11,6.1,1.803278689,11.32852729,N
1400000US36061025700,36061025700,36061,New York,257,18,10,1.8,8.897676718,N
1400000US36047094402,36047094402,36047,Kings,944.02,9,5,1.8,8.662175168,N
1400000US36047099200,36047099200,36047,Kings,992,9,5,1.8,9.868421053,Y
1400000US36047088200,36047088200,36047,Kings,882,37,20.6,1.796116505,11.93163496,Y
1400000US36081097203,36081097203,36081,Queens,972.03,21,11.7,1.794871795,7.407407407,N
1400000US36081035200,36081035200,36081,Queens,352,14,7.8,1.794871795,9.722222222,Y
1400000US36085002900,36085002900,36085,Richmond,29,19,10.6,1.79245283,11.26927639,Y
1400000US36047079801,36047079801,36047,Kings,798.01,17,9.5,1.789473684,14.37024514,Y
1400000US36061008400,36061008400,36061,New York,84,5,2.8,1.785714286,5.896226415,N
1400000US36047097400,36047097400,36047,Kings,974,18,10.1,1.782178218,14.01869159,Y
1400000US36047078400,36047078400,36047,Kings,784,16,9,1.777777778,11.85185185,N
1400000US36047018300,36047018300,36047,Kings,183,8,4.5,1.777777778,6.420545746,Y
1400000US36081027000,36081027000,36081,Queens,270,8,4.5,1.777777778,8.556149733,N
1400000US36081028200,36081028200,36081,Queens,282,8,4.5,1.777777778,9.840098401,N
1400000US36005022701,36005022701,36005,Bronx,227.01,19,10.7,1.775700935,7.249141549,Y
1400000US36005006500,36005006500,36005,Bronx,65,22,12.4,1.774193548,8.603832616,Y
1400000US36005025500,36005025500,36005,Bronx,255,28,15.8,1.772151899,8.891711654,Y
1400000US36081025400,36081025400,36081,Queens,254,37,20.9,1.770334928,8.488185364,Y
1400000US36081033402,36081033402,36081,Queens,334.02,77,43.5,1.770114943,17.57589591,Y
1400000US36005024501,36005024501,36005,Bronx,245.01,20,11.3,1.769911504,8.952551477,Y
1400000US36047086000,36047086000,36047,Kings,860,20,11.3,1.769911504,12.4300808,Y
1400000US36047085800,36047085800,36047,Kings,858,15,8.5,1.764705882,12.82051282,N
1400000US36047110600,36047110600,36047,Kings,1106,15,8.5,1.764705882,9.646302251,N
1400000US36005023704,36005023704,36005,Bronx,237.04,12,6.8,1.764705882,7.787151201,N
1400000US36047098200,36047098200,36047,Kings,982,12,6.8,1.764705882,7.772020725,N
1400000US36005011700,36005011700,36005,Bronx,117,6,3.4,1.764705882,7.623888183,N
1400000US36047004700,36047004700,36047,Kings,47,6,3.4,1.764705882,6.43776824,N
1400000US36005036501,36005036501,36005,Bronx,365.01,13,7.4,1.756756757,8.306709265,N
1400000US36005017701,36005017701,36005,Bronx,177.01,23,13.1,1.755725191,9.783071034,Y
1400000US36081033000,36081033000,36081,Queens,330,33,18.8,1.755319149,10.56676273,Y
1400000US36047082200,36047082200,36047,Kings,822,43,24.5,1.755102041,13.72486435,Y
1400000US36047093400,36047093400,36047,Kings,934,17,9.7,1.75257732,16.4410058,Y
1400000US36081081400,36081081400,36081,Queens,814,17,9.7,1.75257732,10.3406326,Y
1400000US36047087401,36047087401,36047,Kings,874.01,22,12.6,1.746031746,17.14731099,Y
1400000US36081051600,36081051600,36081,Queens,516,11,6.3,1.746031746,11.67728238,N
1400000US36081063000,36081063000,36081,Queens,630,11,6.3,1.746031746,12.40135287,N
1400000US36047041900,36047041900,36047,Kings,419,15,8.6,1.744186047,7.51503006,N
1400000US36047067800,36047067800,36047,Kings,678,15,8.6,1.744186047,13.8760407,N
1400000US36047079601,36047079601,36047,Kings,796.01,19,10.9,1.743119266,8.315098468,Y
1400000US36081050000,36081050000,36081,Queens,500,23,13.2,1.742424242,10.26327532,Y
1400000US36005017902,36005017902,36005,Bronx,179.02,12,6.9,1.739130435,6.988934188,N
1400000US36047031100,36047031100,36047,Kings,311,12,6.9,1.739130435,10.54481547,N
1400000US36005018102,36005018102,36005,Bronx,181.02,25,14.4,1.736111111,9.412650602,Y
1400000US36047088000,36047088000,36047,Kings,880,18,10.4,1.730769231,13.00578035,Y
1400000US36081027800,36081027800,36081,Queens,278,9,5.2,1.730769231,8.538899431,N
1400000US36081053800,36081053800,36081,Queens,538,9,5.2,1.730769231,12.51738526,N
1400000US36047093800,36047093800,36047,Kings,938,14,8.1,1.728395062,14.24211597,N
1400000US36047014100,36047014100,36047,Kings,141,10,5.8,1.724137931,4.948045522,N
1400000US36047080000,36047080000,36047,Kings,800,21,12.2,1.721311475,11.74496644,Y
1400000US36005043600,36005043600,36005,Bronx,436,11,6.4,1.71875,9.990917348,N
1400000US36047073600,36047073600,36047,Kings,736,17,9.9,1.717171717,9.889470622,N
1400000US36005012101,36005012101,36005,Bronx,121.01,12,7,1.714285714,8.185538881,N
1400000US36081008300,36081008300,36081,Queens,83,12,7,1.714285714,6.578947368,N
1400000US36005015800,36005015800,36005,Bronx,158,7,4.1,1.707317073,13.23251418,N
1400000US36005008500,36005008500,36005,Bronx,85,22,12.9,1.705426357,6.883604506,Y
1400000US36047080600,36047080600,36047,Kings,806,15,8.8,1.704545455,8.269018743,N
1400000US36005039600,36005039600,36005,Bronx,396,16,9.4,1.70212766,8.21777093,N
1400000US36005045600,36005045600,36005,Bronx,456,17,10,1.7,11.58827539,N
1400000US36047072200,36047072200,36047,Kings,722,17,10,1.7,14.32181971,N
1400000US36047111600,36047111600,36047,Kings,1116,18,10.6,1.698113208,11.25,N
1400000US36047093200,36047093200,36047,Kings,932,9,5.3,1.698113208,14.24050633,Y
1400000US36005015100,36005015100,36005,Bronx,151,20,11.8,1.694915254,7.619047619,Y
1400000US36047114600,36047114600,36047,Kings,1146,13,7.7,1.688311688,9.447674419,N
1400000US36061020102,36061020102,36061,New York,201.02,13,7.7,1.688311688,6.918573709,N
1400000US36061029100,36061029100,36061,New York,291,53,31.4,1.687898089,9.136355801,Y
1400000US36047034100,36047034100,36047,Kings,341,15,8.9,1.685393258,10.3950104,N
1400000US36047092200,36047092200,36047,Kings,922,16,9.5,1.684210526,12.0754717,N
1400000US36005004300,36005004300,36005,Bronx,43,20,12,1.666666667,6.464124111,Y
1400000US36081015801,36081015801,36081,Queens,158.01,18,10.8,1.666666667,10.53864169,N
1400000US36047026100,36047026100,36047,Kings,261,17,10.2,1.666666667,8,N
1400000US36047028502,36047028502,36047,Kings,285.02,12,7.2,1.666666667,11.38519924,N
1400000US36081038400,36081038400,36081,Queens,384,12,7.2,1.666666667,11.19402985,N
1400000US36047090800,36047090800,36047,Kings,908,11,6.6,1.666666667,5.589430894,N
1400000US36081020800,36081020800,36081,Queens,208,11,6.6,1.666666667,7.560137457,N
1400000US36005034200,36005034200,36005,Bronx,342,8,4.8,1.666666667,8.213552361,N
1400000US36081036300,36081036300,36081,Queens,363,8,4.8,1.666666667,7.326007326,N
1400000US36081052200,36081052200,36081,Queens,522,8,4.8,1.666666667,9.400705053,N
1400000US36081028000,36081028000,36081,Queens,280,7,4.2,1.666666667,8.905852417,N
1400000US36081039800,36081039800,36081,Queens,398,7,4.2,1.666666667,8.505467801,N
1400000US36005022000,36005022000,36005,Bronx,220,5,3,1.666666667,4.266211604,N
1400000US36061028500,36061028500,36061,New York,285,33,19.9,1.658291457,9.048533041,Y
1400000US36047051400,36047051400,36047,Kings,514,31,18.7,1.657754011,9.00116144,Y
1400000US36047082800,36047082800,36047,Kings,828,18,10.9,1.651376147,11.0633067,N
1400000US36005007300,36005007300,36005,Bronx,73,16,9.7,1.649484536,8.57449089,N
1400000US36047031900,36047031900,36047,Kings,319,16,9.7,1.649484536,8.443271768,N
1400000US36081099200,36081099200,36081,Queens,992,16,9.7,1.649484536,7.547169811,N
1400000US36005040400,36005040400,36005,Bronx,404,15,9.1,1.648351648,10.38781163,N
1400000US36047089600,36047089600,36047,Kings,896,14,8.5,1.647058824,8.5731782,N
1400000US36047073000,36047073000,36047,Kings,730,13,7.9,1.64556962,10.86048454,N
1400000US36061025100,36061025100,36061,New York,251,13,7.9,1.64556962,9.50987564,N
1400000US36081017000,36081017000,36081,Queens,170,12,7.3,1.643835616,11.84600197,N
1400000US36047111800,36047111800,36047,Kings,1118,11,6.7,1.641791045,8.409785933,N
1400000US36061015802,36061015802,36061,New York,158.02,9,5.5,1.636363636,4.137931034,N
1400000US36081058200,36081058200,36081,Queens,582,26,15.9,1.635220126,10.32155617,Y
1400000US36061003900,36061003900,36061,New York,39,33,20.2,1.633663366,13.97121084,Y
1400000US36005001900,36005001900,36005,Bronx,19,8,4.9,1.632653061,6.633499171,N
1400000US36005003500,36005003500,36005,Bronx,35,15,9.2,1.630434783,7.808433108,N
1400000US36047114400,36047114400,36047,Kings,1144,7,4.3,1.627906977,6.958250497,N
1400000US36005009300,36005009300,36005,Bronx,93,20,12.3,1.62601626,5.442176871,N
1400000US36005019300,36005019300,36005,Bronx,193,19,11.7,1.623931624,7.916666667,N
1400000US36005020900,36005020900,36005,Bronx,209,18,11.1,1.621621622,7.695596409,N
1400000US36005015500,36005015500,36005,Bronx,155,12,7.4,1.621621622,9.097801365,N
1400000US36047028700,36047028700,36047,Kings,287,12,7.4,1.621621622,10.39861352,N
1400000US36061022900,36061022900,36061,New York,229,35,21.6,1.62037037,9.271523179,Y
1400000US36047099600,36047099600,36047,Kings,996,16,9.9,1.616161616,8.963585434,N
1400000US36061020800,36061020800,36061,New York,208,20,12.4,1.612903226,7.251631617,N
1400000US36047029300,36047029300,36047,Kings,293,15,9.3,1.612903226,11.52073733,N
1400000US36081011400,36081011400,36081,Queens,114,5,3.1,1.612903226,9.803921569,N
1400000US36061023600,36061023600,36061,New York,236,34,21.1,1.611374408,11.36743564,Y
1400000US36081100802,36081100802,36081,Queens,1008.02,33,20.5,1.609756098,7.859014051,Y
1400000US36047074000,36047074000,36047,Kings,740,14,8.7,1.609195402,7.295466389,N
1400000US36047086600,36047086600,36047,Kings,866,18,11.2,1.607142857,12.82051282,N
1400000US36005034400,36005034400,36005,Bronx,344,9,5.6,1.607142857,8.720930233,N
1400000US36047112000,36047112000,36047,Kings,1120,16,10,1.6,10.57501652,N
1400000US36005005200,36005005200,36005,Bronx,52,8,5,1.6,7.782101167,N
1400000US36081162100,36081162100,36081,Queens,1621,34,21.3,1.596244131,9.539842873,Y
1400000US36047022700,36047022700,36047,Kings,227,15,9.4,1.595744681,7.853403141,N
1400000US36061024301,36061024301,36061,New York,243.01,15,9.4,1.595744681,7.422068283,N
1400000US36047016100,36047016100,36047,Kings,161,11,6.9,1.594202899,6.578947368,N
1400000US36047092000,36047092000,36047,Kings,920,11,6.9,1.594202899,7.724719101,N
1400000US36047120800,36047120800,36047,Kings,1208,39,24.5,1.591836735,10.01283697,Y
1400000US36005007400,36005007400,36005,Bronx,74,21,13.2,1.590909091,12.0412844,N
1400000US36047012700,36047012700,36047,Kings,127,14,8.8,1.590909091,7.612833061,N
1400000US36005038700,36005038700,36005,Bronx,387,10,6.3,1.587301587,5.25210084,N
